repository,repository_id,exact_head,head_state,default_branch,archived,fork,visibility,first_party,controller_relevance,transport_relevance,plant_relevance,state_relevance,evidence_relevance,supply_chain_relevance,agentic_tool_relevance,tcb_class,audit_depth,classification_status,justification,reviewer,review_date,review_attestation,review_status
sepahead/jsonformer,839079231,bfad031876ace84ec0a7853718a1c0828ea1653a,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/k-dense-byok,1189479842,1cc757222618ca5ffeae7f569b4d450fb096c27e,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/keras,63808468,0a3939883ad60db9a9ab85d7602cc3b471612799,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/kotaemon,848105932,1cdefe7ba364e57075487941bb86e0eac2ff27ea,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/kvcached,1126940054,bb93e29f72b0b7c8264f0e146a5022f6d7b5a583,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/langchain,698003983,b738ccd91eea03abf6ed11444cac297fe8c6b61b,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/langfun,862157581,1338397591f3fcfff2a66857fa291e78bfaa95df,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/langfuse,911722749,962094f13b4e9a18dd04dd6c100dfd781de4f4d6,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/latexcv,696536044,51eb2ed3bf185687a6fd417aa327f4401ae9cfac,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/lava,442459149,50888f8858e9b970c8903c495949a2de1930b940,COMMIT,main,false,true,PUBLIC,false,true,false,false,false,false,true,false,OUTSIDE_RUNTIME_TCB,BOUNDARY,FINAL_FOR_INVENTORY,"Upstream neuromorphic-computing fork is discussed by Haldir only as an archived historical comparison and is explicitly rejected as a new foundational dependency. It is controller and neural-artifact supply-chain relevant to that exclusion decision, but no deployment is established.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/letta,896880596,9c4cc1f434c34779e00116f08327c6143059e1d7,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/lingua,875656849,31b20e172aa9a3e68a73cb501d689291039fc065,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/llama-agentic-system,833597484,8ea36f9016bf0881bf81231993c6760230044ab9,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/llama-stack,866263123,eb2d8a31a5927589197c794855d7323f8f4700bc,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/llama3-from-scratch,844728102,1b866ac638dceb667b2050692d5366844f81bc37,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/llm-council,1102388762,92e1fccb1bdcf1bab7221aa9ed90f9dc72529131,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/lyzr-automata,834542368,f4116056943c7ea04da5d858bfaaa58a2cc8199e,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/mahmoudian-2020-rescience,245700393,e85a5b4fcc741a653666b9d56884d4603976e8b9,COMMIT,master,false,false,PUBLIC,true,false,false,false,false,true,false,false,OFFLINE_RESEARCH_TOOL,DEEP,FINAL_FOR_INVENTORY,"First-party reproducibility publication and analysis concerning information-theoretic transfer-function claims. It is scientific evidence input only, with no documented Haldir runtime, transport, state-authority, or plant role.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/manwe,1262362218,488a191e5ffb0d029a7a1d6ec02ffdb2450139a0,COMMIT,main,false,false,PUBLIC,true,false,false,false,true,true,true,false,ADVISORY_EVIDENCE_PRODUCER,DEEP,FINAL_FOR_INVENTORY,"First-party perception and airspace-research workbench explicitly limited by Haldir to untrusted or advisory state evidence. Model configuration, coordinate, time, uncertainty, parser, and downstream fixture boundaries require deep review; outputs cannot command the plant.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/map-anything,1098794327,fde8425513178bb4f89fba9828193e6be3ece248,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/markitdown,903708881,81e3f24acd0049a59cd2dcb2d01d0a98cc57c734,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/mastra,892394749,f43561570393794b8894cbf288f36610bbac7355,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/melkor,1261545594,7e785b3f2c638ad438e308daf751a8d6d5558e8c,COMMIT,main,false,false,PUBLIC,true,false,false,true,true,false,true,false,UNTRUSTED_FIXTURE_SOURCE,DEEP,FINAL_FOR_INVENTORY,"First-party Gaussian-splat conversion and scene tooling explicitly limited by Haldir to immutable scenario data input. Its formats, geometry transformations, and generated simulation inputs require deep supply-chain review but do not receive control authority.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/ml-sharp,1117424283,cdb4ddc6796402bee5487c7312260f2edd8bd5f0,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/molmospaces,1191841196,0939e18b14a3650ae8094ff516a4e244fca82198,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/moshi,863374221,80b819b743167792a7ca5e8afca881ca65b025f9,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/nanoGPT,584519138,ea4de192e01fbcb8e6ef84babd09d819e6533cc1,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/nanochat,1075593855,4a87a0d19f30799b6c700285822dcca850adf6a4,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/near-protocol-rewards,1031418766,f1c7a9d3cc10be05de37fa710722593bed3e550a,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/nest-simulator,42750262,c201d6718a31ff46e1eb64af0dde73115dbb207f,COMMIT,master,false,true,PUBLIC,true,true,false,false,true,true,true,false,CONTROLLER_UNTRUSTED_PRODUCER,DEEP,FINAL_FOR_INVENTORY,The retained observation marks this repository as a fork but does not retain its parent identity. Haldir documentation identifies NEST as a controller backend used locally and assigns this repository controller and neural-artifact supply-chain relevance. The classification grants no runtime authority.,Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/nest_temp_stuff,257721276,d38d3ccf08e88c10225fe57e08fb22351785ffad,COMMIT,master,false,false,PUBLIC,true,true,false,false,false,true,true,false,OFFLINE_RESEARCH_TOOL,DEEP,FINAL_FOR_INVENTORY,"The retained observation binds this first-party repository identity and head but no description. Its NEST-specific identity intersects the documented controller boundary, so fail-closed review treats it as offline controller and neural-artifact research. It receives no runtime authority.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/networkx,94094134,8750d392cd6fe7f6b36ce86e77dca937c94ff146,COMMIT,master,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/nv-ingest,911952333,e9c1555093acb70676465f7e40e07156a44619f5,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/op-sqlite,886045912,7877875c1b497027b7d22f9ae6d6e9224673887c,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/open-canvas,875135167,6ad16db1849c1525cb96ecc8fa38ad4a8d403e71,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/openllmetry,907761316,467ad949c37e503efffc33b28b9b83a46e42375a,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/openllmetry-js,907761271,9d0a3948a7db06488e979164407050dd90469a39,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/paper-qa,917349077,7bb570c3f71159b7bca50903ceb93d4d85a2c392,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/paper_to_podcast,901453286,bba8613f5f53c16b4949d119ab7b173cdae18f9c,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/phidata,914180574,df76203f62d5d37b0e3e5065b23e0cdf4c8f20e6,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/pid-rs,1271708111,791a39935fdca4cfe4e907829faa240e08520b6e,COMMIT,main,false,false,PUBLIC,true,false,false,false,true,true,false,false,OFFLINE_RESEARCH_TOOL,DEEP,FINAL_FOR_INVENTORY,"First-party information-theory library explicitly restricted by Haldir to an offline baseline. Its estimators and derived diagnostics can affect scientific evidence interpretation, so they require deep review but are not runtime state or control authority.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/pipecat,913131318,ee20e48ef8dd45b1b04f893e526801eb69d2e9d0,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/prime-rl,1051279268,108af723b15a770490bf15ab9faceb8a7eb8002b,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/prisoma,1126062120,e6b3485d49f77413e6c5e31617898c2ef7951385,COMMIT,main,false,false,PUBLIC,true,false,true,false,true,true,false,false,OFFLINE_RESEARCH_TOOL,DEEP,FINAL_FOR_INVENTORY,"First-party read-only and offline evidence-analysis tool explicitly listed by Haldir. Its observer transport, capture, intervention, replay, provenance, and diagnostic outputs require deep review but receive no control authority.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/project-sid,903187664,757ea101c476a012085e5645393dc501ffed5ea4,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
sepahead/pydantic,714427366,b7d92817ac2223237b5d341227de3eff7a84b350,COMMIT,main,false,true,PUBLIC,false,false,false,false,false,false,false,false,OUTSIDE_RUNTIME_TCB,INVENTORY_ONLY,FINAL_FOR_INVENTORY,"The retained observation marks this repository as a fork but does not retain its parent identity. The reviewed Haldir sources assign it no NCP ecosystem role. Fork status and repository identity alone do not establish use, deployment, local modification, or dependency status.",Codex capture-bound public classification review,2026-08-02,I reviewed each classification against its bound captured observation and the declared maintained source set. I inferred no unobserved repository content or completed runtime integration; empty repositories are explicit and no field is unresolved.,REVIEWED
